id,name_en,name_ja,country,country_code,abbreviation,gender,birthday,pro_year,handedness,weight,height,highest_singles_ranking,highest_doubles_ranking,sport_category_id,created_at,updated_at
sr:competitor:214182,,"ディ・ミヌー,アレックス",オーストラリア,AUS,DE,0,1999-02-17,2015,0,69,183,11,58,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:214184,,"ロペス・モンタグッ,カルロス",スペイン,ESP,LOP,0,2000-07-06,,,,,331,338,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:215476,,"シスコワ,アナ",チェコ,CZE,SIS,1,2001-07-01,,0,,,236,82,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:215492,,"クィ,ジエ",中国,CHN,CUI,0,1998-01-24,,,,,495,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:215598,,"ヴェダー,エヴァ",オランダ,NLD,VED,1,1999-11-23,,0,,,221,110,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:215806,,ヘウィット・ダレイナ,米国,USA,HEW,1,2000-12-16,,0,,,390,171,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:216502,,"ブルーム,チャールズ",グレートブリテン及び北アイルランド連合王国,GBR,BRO,0,1998-04-24,,0,,,322,199,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:217036,,"マリギーナ,エレーナ",エストニア,EST,MAL,1,2000-05-27,,,,,322,236,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:217056,,"コルテス・ジョルカ,ルシア",スペイン,ESP,COR,1,2000-06-05,,0,,,363,411,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:217912,,アンドレースク、ビアンカ,カナダ,CAN,AND,1,2000-06-16,2017,0,60,170,4,147,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:218538,,"コトフ,パベル",Neutral,,KOT,0,1998-11-18,,0,86,191,68,226,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:220588,,"シュ,ユ・ショウ",台湾,TPE,HSU,0,1999-04-02,,0,,,158,149,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:220932,,"シン,サヌイ",大韓民国,KOR,SHI,0,1997-03-18,,,,,500,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:27:49.000000Z
sr:competitor:221556,,"アルベス,マテウス",ブラジル,BRA,DE,0,2001-01-23,,0,,,395,213,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:22218,,ペール、ブノワ,フランス,FRA,PAI,0,1989-05-08,2007,0,80,196,18,65,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:222546,,"クズモワ,カタリーナ",スロバキア,SVK,KUZ,1,2001-08-07,,0,,,437,380,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:223714,,"ピロス,ジョンボール",ハンガリー,HUN,PIR,0,1999-10-13,2016,0,68,180,109,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:223874,,"ガストン,ウーゴ",フランス,FRA,GAS,0,2000-09-26,,1,,,58,220,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:223998,,"ザク,カクパー",ポーランド,POL,ZUK,0,1999-01-21,,0,,,162,278,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:225046,,"ブレル,クララ",フランス,FRA,BUR,1,2001-03-24,,0,,175,44,246,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:225050,,"シナー,ジャニック",イタリア,ITA,SIN,0,2001-08-16,2018,0,68,185,4,124,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:225052,,"タブール,クレメント",フランス,FRA,TAB,0,2000-01-24,,,,,231,385,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:225130,,"スタロブツェワ, ユリーア",ウクライナ,UKR,STA,1,2000-02-17,,,,,129,154,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:226036,,"ツェン,チュン・シン",台湾,TPE,TSE,0,2001-08-08,2018,0,62,173,83,305,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:226050,,"ホルト,ブランドン",米国,USA,HOL,0,1998-04-06,,0,82,185,180,473,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:226092,,"シミズ,エリ",日本,JPN,SHI,1,1998-05-28,,,,,394,403,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:226124,,"ホルムグレン,アウグスト",デンマーク,DNK,HOL,0,1998-04-22,,0,,,296,296,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:226132,,"アジドゥコヴィッチ,ドゥジェ",クロアチア,HRV,AJD,0,2001-02-05,,0,,,143,491,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:226644,,"トパロワ,ゲルガーナ",ブルガリア,BGR,TOP,1,2000-02-22,,0,,,231,388,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:227358,,"ウォルトン, アダム",オーストラリア,AUS,WAL,0,1999-04-17,,0,,,174,158,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:227390,,"ブランカッチオ,ヌリア",イタリア,ITA,BRA,1,2000-06-24,,0,,,167,261,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:227486,,"ザンテデスキ,アウロラ",イタリア,ITA,ZAN,1,2000-11-02,,0,,,391,275,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:228418,,"ナバーロ,エンマ",米国,USA,NAV,1,2001-05-18,,0,,,20,231,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:228436,,"ベック,クロエ",米国,USA,BEC,1,2001-08-30,,0,,,385,400,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:229022,,"スキア,ヘンリ",ドイツ,DEU,SQU,0,2000-09-27,,0,,,261,345,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:22956,,"ベランキス,リカルダス",リトアニア,LTU,BER,0,1990-06-21,2007,0,77,175,50,139,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:22970,,"クラジノヴィッチ,フィリップ",セルビア,SRB,KRA,0,1992-02-27,2008,0,75,185,26,201,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:230112,,"ヤマグチ,メイ",日本,JPN,YAM,1,1999-06-14,,,,,462,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:230468,,"アンドリーフ,アドリアン",ブルガリア,BGR,AND,0,2001-05-12,,0,,,183,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:23082,,"ロディオノワ,アリーナ",オーストラリア,AUS,ROD,1,1989-12-15,2004,0,60,168,97,41,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:231192,,"モレカー,ルドルフ",ドイツ,DEU,MOL,0,2000-10-26,2017,0,75,185,146,376,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:23158,,スティーブンス、スローン,米国,USA,STE,1,1993-03-20,2010,0,61,170,3,94,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:233184,,"グリンカ,ダニエル",エストニア,EST,GLI,0,2000-05-12,,,,,489,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:233478,,"バイェルロワ,ミカエラ",チェコ,CZE,BAY,1,1998-12-14,,,,,317,205,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:234046,,"キプソン, パトリック",米国,USA,KYP,0,1999-10-28,,0,79,188,191,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:234048,,"ウルフ,ジェフリー・ジョン",米国,USA,WOL,0,1998-12-21,,0,79,183,39,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:234150,,"ポタポワ,アナスタシア",Neutral,,POT,1,2001-03-30,2016,0,57,175,21,40,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:234398,,"ナヒマナ,サダ",ブルンジ,BDI,NAH,1,2001-04-21,,0,,,244,285,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:235252,,"コジレワ,マリア",Neutral,,KOZ,1,1999-05-22,,0,,,348,167,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:235260,,"クワリンスカ,マジャ",ポーランド,POL,CHW,1,2001-10-11,,1,,,149,175,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:23581,,"ディミトロフ,グリゴール",ブルガリア,BGR,DIM,0,1991-05-16,2008,0,81,191,3,66,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:23664,,"ガイオ,フェデリコ",イタリア,ITA,GAI,0,1992-03-05,2009,0,84,180,124,163,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:240264,,"レイス・ダ・シルバ,ジョアオ・ルーカス",ブラジル,BRA,REI,0,2000-03-26,,0,,,259,204,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:240486,,"ヴェシク,アレクサンドラ",ドイツ,DEU,VEC,1,2002-01-07,,,,,384,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:240876,,"クラウフォード,レイモンド",グレートブリテン及び北アイルランド連合王国,GBR,CRA,0,1999-04-30,,0,,,193,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:240916,,"アーハード,マティス",フランス,FRA,ERH,0,2001-10-26,,0,,,310,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:242512,,"ロペス・モリージョ,イマノル",スペイン,ESP,LOP,0,1999-11-18,,0,,,472,390,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:242548,,"ジャブ,ポール",グレートブリテン及び北アイルランド連合王国,GBR,JUB,0,1999-10-31,,0,,,196,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:242556,,"マクヒュー,エイダン",グレートブリテン及び北アイルランド連合王国,GBR,MCH,0,2000-07-09,,0,,,298,285,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:242602,,"マクナリー,カティ",米国,USA,MCC,1,2001-11-20,,0,,,54,11,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:242624,,"ヌーディ,メイリーン",エストニア,EST,NUU,1,2000-05-24,,0,,,469,,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:242630,,"オソリオ,カミーラ",コロンビア,COL,OSO,1,2001-12-22,2018,0,,,33,199,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:24418,,ペラ、ギド,アルゼンチン,ARG,PEL,0,1990-05-17,2007,1,79,183,20,55,1,2024-03-31T16:17:11.000000Z,2024-04-06T15:30:42.000000Z
sr:competitor:244216,,"ジアヴァラ,ハレイ",米国,USA,GIA,1,2000-10-16,,0,,,425,305,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:244985,,ラヘイ・シュリー,米国,USA,LAH,1,1999-10-26,,0,,,317,170,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:245295,,"ウォルタート,シモーナ",スイス,CHE,WAL,1,2000-12-13,,0,,,107,180,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:245711,,"レオナルド,マノン",フランス,FRA,LEO,1,2001-01-20,,0,,,275,464,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:246905,,"グラチェワ,ヴァルヴァラ",フランス,FRA,GRA,1,2000-08-02,,0,,,39,135,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:246941,,"リス,エバ",ドイツ,DEU,LYS,1,2002-01-12,,0,,,112,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:247471,,"ポポヴィッチ,イヴァナ",オーストラリア,AUS,POP,1,2000-09-19,,0,,,354,250,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:247607,,"シマブクロ,ショウ",日本,JPN,SHI,0,1997-07-30,,0,,,135,438,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:248779,,"ミソリッチ, フィリップ",オーストリー,AUT,MIS,0,2001-08-08,,0,,,126,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:250231,,"シミズ,ユウタ",日本,JPN,SHI,0,1999-06-09,,1,62,163,203,143,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:250285,,"ファルコウスカ,ヴェロニカ",ポーランド,POL,FAL,1,2000-06-17,,0,,,240,83,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:251025,,"マルティ・プジョーラス,アレックス",スペイン,ESP,MAR,0,1999-02-10,,0,73,185,343,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:251029,,"マルティン・ティフォン,ポル",スペイン,ESP,MAR,0,1999-07-30,,0,,,235,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:251091,,"ノグチ,リオ",日本,JPN,NOG,0,1998-12-28,,0,63,168,201,261,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:252223,,"ラキモワ,カミーラ",Neutral,,RAK,1,2001-08-28,,0,,,65,65,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:252239,,"フォルティ,フランチェスコ",イタリア,ITA,FOR,0,1999-07-26,,0,80,188,303,203,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:254383,,"マロズサン,ファビアン",ハンガリー,HUN,MAR,0,1999-10-08,,0,,,61,444,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:25455,,"ローラ,ブラズ",スロベニア,SVN,ROL,0,1990-10-05,2013,1,85,193,78,186,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:254551,,"ウドヴァルディ,パンナ",ハンガリー,HUN,UDV,1,1998-09-28,,0,,170,76,65,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:255031,,"ニーメイヤー,ジュール",ドイツ,DEU,NIE,1,1999-08-12,2016,0,,,61,418,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:255595,,"セルンドロ,フランシスコ",アルゼンチン,ARG,CER,0,1998-08-13,,0,,,19,203,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:256447,,"モネット,キャロル",フランス,FRA,MON,1,2001-12-01,,1,,,162,236,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:256547,,"パークス,アリシア",米国,USA,PAR,1,2000-12-31,,0,,,40,27,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:25683,,"バイ, ヤン (1989)",中国,CHN,BAI,0,1989-05-21,,0,80,185,200,109,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:256875,,"ティランテ,ティアゴ・アウグスティン",アルゼンチン,ARG,TIR,0,2001-04-10,,0,,,111,257,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:257691,,"ヘネマン,カジサ・ウィルダ",スウェーデン,SWE,HEN,1,2001-03-22,,0,,,283,154,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:257721,,"バエズ,セバスティアン",アルゼンチン,ARG,BAE,0,2000-12-28,,0,,,27,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:25831,,"アブドゥライモワ,ニジーナ",ウズベキスタン,UZB,ABD,1,1994-07-07,2009,0,68,174,144,175,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:25838,,ゴフィン、ダビド,ベルギー,BEL,GOF,0,1990-12-07,2009,0,70,180,7,158,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:258735,,"セランドロ,フアン・マヌエル",アルゼンチン,ARG,CER,0,2001-11-15,,1,,,79,376,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:258753,,"サイゴウ,リナ",日本,JPN,SAI,1,2000-10-17,,,,,332,317,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:260987,,"オスグウェ,ホワイトニー",米国,USA,OSU,1,2002-04-17,2017,0,,168,105,125,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:26120,,"マリーノ,レベッカ",カナダ,CAN,MAR,1,1990-12-16,2008,0,64,183,38,156,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:261583,,"リ,アン",米国,USA,ANN,1,2000-06-26,,0,,,44,369,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:262759,,"ワン,シユ",中国,CHN,WAN,1,2001-03-28,2018,1,66,181,49,151,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:263917,,"ドラクシル,リアム",カナダ,CAN,DRA,0,2001-12-05,,0,,,291,330,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:265553,,"ナイトウ,ユキ",日本,JPN,NAI,1,2001-02-16,,0,,,169,224,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:269521,,"クレシー,マクシム",米国,USA,CRE,0,1997-05-08,,0,86,198,31,64,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:269571,,"メラー, マービン",ドイツ,DEU,MOE,0,1999-01-18,,,,,299,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:270137,,"ソアレス・クリアー,ギルバート",ブラジル,BRA,SOA,0,2000-05-16,,0,,,354,341,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:272217,,"ワン,シンユ",中国,CHN,WAN,1,2001-09-26,2018,0,75,182,32,18,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:273017,,"マンドリク,エリザベス",米国,USA,MAN,1,2001-05-19,,0,,,97,187,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:274013,,"スウィアテク,イガ",ポーランド,POL,SWI,1,2001-05-31,2016,0,65,176,1,29,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:275393,,"ボイタン, ガビ・アドリアン",ルーマニア,ROU,BOI,0,1999-07-11,,0,,,436,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:276563,,"ヴィルタネン,オットー",フィンランド,FIN,VIR,0,2001-06-21,,0,,,109,243,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:276685,,"スカトフ,ティモフェイ",カザフスタン,KAZ,SKA,0,2001-01-21,,0,,,123,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:278887,,"コスティウク,マルタ",ウクライナ,UKR,KOS,1,2002-06-28,2018,0,,171,26,27,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:278943,,"ランセア,ソフィア",Neutral,,LAN,1,2000-09-29,,0,,,200,119,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:279295,,"ジャヌ,フィリップ・クリスティアン",ルーマニア,ROU,JIA,0,2001-09-18,,0,,,264,451,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:280657,,"ガーランド,ジョアナ",台湾,TPE,GAR,1,2001-07-16,,0,,,221,406,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:22:59.000000Z
sr:competitor:281189,,"アニシモワ,アマンダ",米国,USA,ANI,1,2001-08-31,2016,0,59,180,21,386,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:282183,,ロットーリ・ロレンツォ,イタリア,ITA,ROT,0,2002-02-19,,0,,,403,319,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:282219,,"サカツメ,ヒメノ",日本,JPN,SAK,1,2001-08-03,,,,,164,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:282597,,"パク,ソヒュン",大韓民国,KOR,PAR,1,2002-07-02,,0,,,289,249,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:283489,,"今村 咲",日本,JPN,IMA,1,2002-04-16,,0,,,406,262,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:283759,,"チデク,クレメント",フランス,FRA,CHI,0,2001-06-13,,0,,,331,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:284801,,"ボイヤー,トリスタン",米国,USA,BOY,0,2001-04-21,,0,,,267,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:284805,,"ナヴァ,エミリオ",米国,USA,NAV,0,2001-12-02,,0,,,145,464,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:284823,,"クマール,オムニ",米国,USA,KUM,0,2001-10-10,,1,,,354,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:286367,,"クルティク,オレスキー",ウクライナ,UKR,KRU,0,2000-03-10,,0,,,160,275,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:286435,,"ガデツキ, オリビア",オーストラリア,AUS,GAD,1,2002-04-24,,0,,,120,71,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:286541,,"ズカイェフ,ベイビット",カザフスタン,KAZ,ZHU,0,2000-10-12,,0,,,186,327,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:287541,,"スィーニー,デイン",オーストラリア,AUS,SWE,0,2001-02-12,,0,,,225,160,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:287769,,"ケスラー,マッカートニー",米国,USA,KES,1,1999-07-08,,,,,120,202,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:289105,,"オンクリン,ガウティエル",ベルギー,BEL,ONC,0,2001-02-26,,0,,,194,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:289507,,"フェルナンデス,レイラ・アニー",カナダ,CAN,FER,1,2002-09-06,,1,,,13,17,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:290994,,"ウォン,ホン・イ・コーディ",香港、中国,HKG,WON,1,2002-03-14,,0,,,319,156,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:294300,,"ナカシマ,ブランドン",米国,USA,NAK,0,2001-08-03,,0,,,43,316,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:295508,,"ヴァルベンスキー,マイケル",チェコ,CZE,VRB,0,1999-12-26,,0,65,170,282,270,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:297588,,"ロメロ・ゴルマス, レイレ",スペイン,ESP,ROM,1,2002-04-06,,1,,,156,174,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:298122,,"ゼッピエリ,グリオ",イタリア,ITA,ZEP,0,2001-12-07,,1,,,115,242,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:299130,,"ヒジカタ,リンキー",オーストラリア,AUS,HIJ,0,2001-02-23,,0,,,70,23,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:299270,,"マルティネス・シレス,カルロタ",スペイン,ESP,MAR,1,2001-02-13,,0,,,203,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:299308,,"スミス,ティナ・ナディーン",オーストラリア,AUS,SMI,1,2002-06-12,,,,,328,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:299310,,"ソンメス,ゼイネプ",トルコ,TUR,SON,1,2002-04-30,,,,,146,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:300496,,"サワンケウ,マナンチャヤ",タイ,THA,SAW,1,2002-07-10,,,,,228,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:300540,,"マチャク,トーマス",チェコ,CZE,MAC,0,2000-10-13,,0,,,64,427,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:303808,,"ニーボア,ライアン",オランダ,NLD,NIJ,0,1999-07-28,,,,,467,320,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:303814,,"ティコノワ,アナスタシア",Neutral,,TIK,1,2001-01-21,,0,,,151,104,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:303862,,"ジョンズ,ガレット",米国,USA,JOH,0,2000-12-17,,2,,,470,434,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:307112,,"エレル,ヤンキ",トルコ,TUR,ERE,0,2000-09-25,,1,,,333,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:309954,,"ドラッゲット, ティトゥアン",フランス,FRA,DRO,0,2001-06-15,,0,,,156,211,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:310974,,"デ・ヨング,ジェスパー",オランダ,NLD,DE,0,2000-05-31,,0,,,135,135,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
sr:competitor:310978,,"ヴィレグジャニン,ニコライ",Neutral,,VYL,0,2000-04-18,,0,,,,,1,2024-03-31T16:17:11.000000Z,2024-04-06T16:26:27.000000Z
